id:int,map:int,boss:int,starter:int,isdlc:int,playArea1_gridXNo:int,playArea1_gridZNo:int,playArea1_posX:float,playArea1_posZ:float,playArea1_height:float,playArea2_gridXNo:int,playArea2_gridZNo:int,playArea2_posX:float,playArea2_posZ:float,playArea2_height:float,bossId1:int,bossId2:int,extraBossId1:int,extraBossId2:int
1169,2,9,705,1,45,36,-88.0,96.0,0.0,43,39,88.99,96.707,0.0,5201,5212,-1,-1
1170,3,9,703,1,43,38,-84.0,-62.0,0.0,45,37,-30.535,53.865,0.0,5202,5212,-1,-1
1171,3,9,703,1,42,39,-54.0,61.0,0.0,45,37,-30.535,53.865,0.0,5202,5212,-1,-1
1172,3,9,708,1,44,39,-34.0,-22.0,0.0,45,37,-30.535,53.865,0.0,5202,5212,-1,-1
1173,3,9,703,1,45,39,82.0,18.0,0.0,44,36,48.9,91.352,0.0,5201,5211,-1,-1
1174,3,9,708,1,42,38,-54.0,21.0,0.0,45,37,-30.535,53.865,0.0,5201,5211,-1,-1
1175,4,9,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,5202,5211,-1,-1
1176,4,9,13001,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,5201,5211,-1,-1
1177,4,9,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,5201,5211,-1,-1
1178,4,9,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,5202,5212,-1,-1
1179,4,9,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,5202,5212,-1,-1
1180,4,9,13000,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5202,5212,-1,-1
1181,4,9,13000,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5202,5211,-1,-1
1182,4,9,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,5201,5211,4924,-1
1183,4,9,13002,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5202,5211,-1,-1
1184,4,9,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,5201,5212,-1,-1
1185,4,9,13000,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,5202,5212,4910,-1
1186,4,9,13001,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5202,5212,-1,-1
1187,4,9,13001,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5201,5211,-1,-1
1188,4,9,13001,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5201,5212,-1,-1
1189,4,9,13001,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,5201,5211,-1,-1
1190,4,9,13002,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5202,5211,-1,4923
1191,4,9,13000,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,5201,5212,-1,-1
1192,4,9,13000,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,5201,5211,-1,-1
1193,4,9,13000,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5202,5212,-1,-1
1194,4,9,13001,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,5201,5212,-1,-1
1195,5,9,703,1,42,38,-54.0,21.0,0.0,43,37,36.38,41.32,0.0,5201,5212,-1,-1
1196,5,9,702,1,42,38,-54.0,21.0,0.0,43,37,36.38,41.32,0.0,5201,5212,-1,-1
1197,5,9,706,1,42,38,-54.0,21.0,0.0,43,37,36.38,41.32,0.0,5202,5211,-1,-1
1198,5,9,704,1,42,38,-54.0,21.0,0.0,43,37,36.38,41.32,0.0,5201,5211,-1,-1
1199,5,9,702,1,42,38,-54.0,21.0,0.0,43,37,36.38,41.32,0.0,5202,5211,-1,-1
