attachId:int,map:int,dlc:int,rate:float,gridXNo:int,gridZNo:int,posX:float,posZ:float,height:float
758,5,0,1.0,43,39,-124.81,19.15,219.86
753,5,0,1.0,42,38,94.25,65.8,184.18
761,5,0,1.0,44,39,79.16,50.83,124.65
762,5,0,1.0,45,36,-102.93,-46.38,35.32
759,5,0,1.0,43,39,84.86,-167.25,106.27
657,5,0,0.05,45,38,-45.8,99.06,60.28
623,5,0,0.075,42,38,34.33,36.93,151.63
626,5,0,0.075,42,39,81.27,-92.36,189.24
661,5,0,0.025,45,39,1.06,-42.01,90.2
645,5,0,0.075,44,38,-101.01,-15.03,64.81
641,5,0,0.075,44,36,-46.97,-120.19,77.78
648,5,0,0.025,44,39,-85.49,-98.42,141.04
651,5,0,0.075,45,36,90.27,113.0,31.64
638,5,0,0.05,43,39,86.78,3.42,100.98
622,5,0,0.075,42,38,-84.22,115.12,197.85
662,5,0,0.05,45,39,-104.67,107.68,118.05
654,5,0,0.05,45,37,-82.28,-49.75,21.47
656,5,0,0.075,45,37,51.3,90.3,19.18
642,5,0,0.075,44,37,-82.64,-14.15,80.52
646,5,0,0.075,44,38,-58.99,-109.43,81.97
644,5,0,0.075,44,37,87.25,103.81,32.84
655,5,0,0.05,45,37,92.67,44.27,25.33
639,5,0,0.075,44,36,15.38,3.6,97.96
624,5,0,0.075,42,39,38.17,59.14,206.62
633,5,0,0.025,43,38,100.74,13.1,99.04
635,5,0,0.05,43,38,-82.2,88.58,189.85
625,5,0,0.05,42,39,57.26,16.37,206.91
658,5,0,0.075,45,38,112.6,48.65,14.06
650,5,0,0.075,44,39,30.98,81.92,140.97
640,5,0,0.075,44,36,-57.72,88.02,85.86
634,5,0,0.075,43,38,54.99,-94.64,97.33
660,5,0,0.075,45,39,-89.46,-21.93,106.3
659,5,0,0.075,45,38,-40.69,-74.63,27.37
606,5,0,1.0,44,38,73.22,82.15,84.52
605,5,0,1.0,44,36,57.3,-26.55,90.31
604,5,0,1.0,43,39,99.79,82.09,101.23
607,5,0,1.0,45,38,61.87,-109.62,17.62
601,5,0,1.0,42,39,-125.4,-102.97,222.28
603,5,0,1.0,43,38,44.37,53.18,137.33
109,5,0,1.0,44,37,75.0,-9.0,30.0
108,5,0,1.0,44,36,45.0,98.0,87.0
125,5,0,1.0,44,36,45.0,98.0,87.0
126,5,0,1.0,44,36,45.0,98.0,87.0
129,5,0,1.0,44,38,126.0,-70.0,32.0
111,5,0,1.0,44,38,126.0,-70.0,32.0
314,5,0,1.0,45,38,-86.0,81.0,58.0
364,5,0,1.0,45,38,-86.0,81.0,58.0
312,5,0,1.0,45,37,86.0,4.0,24.0
362,5,0,1.0,45,37,86.0,4.0,24.0
717,5,0,0.075,44,39,-120.0,32.97,-159.08
718,5,0,0.025,45,39,44.29,-22.02,91.86
587,5,0,0.225,44,39,-34.0,-22.0,136.97
547,5,0,0.225,44,39,-34.0,-22.0,136.97
527,5,0,0.225,44,39,-34.0,-22.0,136.97
567,5,0,0.225,44,39,-34.0,-22.0,136.97
569,5,0,0.225,45,36,-86.0,89.0,28.0
589,5,0,0.225,45,36,-86.0,89.0,28.0
549,5,0,0.225,45,36,-86.0,89.0,28.0
529,5,0,0.225,45,36,-86.0,89.0,28.0
556,5,0,0.05,43,37,-53.0,64.0,69.24
568,5,0,0.225,45,39,64.0,41.0,103.7
528,5,0,0.225,45,39,64.0,41.0,103.7
548,5,0,0.225,45,39,64.0,41.0,103.7
588,5,0,0.225,45,39,64.0,41.0,103.7
561,5,0,0.225,42,38,-54.0,21.0,191.93
581,5,0,0.225,42,38,-54.0,21.0,191.93
541,5,0,0.225,42,38,-54.0,21.0,191.93
521,5,0,0.225,42,38,-54.0,21.0,191.93
576,5,0,0.225,44,37,-53.0,64.0,69.24
546,5,0,0.225,44,37,-53.0,64.0,69.24
586,5,0,0.225,44,37,-53.0,64.0,69.24
555,5,0,0.225,44,37,-53.0,64.0,69.24
526,5,0,0.225,44,37,-53.0,64.0,69.24
595,5,0,0.225,44,37,-53.0,64.0,69.24
566,5,0,0.225,44,37,-53.0,64.0,69.24
535,5,0,0.225,44,37,-53.0,64.0,69.24
585,5,0,0.225,43,38,-84.0,-62.0,131.22
545,5,0,0.225,43,38,-84.0,-62.0,131.22
525,5,0,0.225,43,38,-84.0,-62.0,131.22
565,5,0,0.225,43,38,-84.0,-62.0,131.22
590,5,0,0.225,45,37,-90.47,96.33,20.61
570,5,0,0.225,45,37,-90.47,96.33,20.61
530,5,0,0.225,45,37,-90.47,96.33,20.61
550,5,0,0.225,45,37,-90.47,96.33,20.61
711,5,0,0.05,42,39,49.95,-44.26,205.12
536,5,0,0.175,43,37,36.38,41.32,89.4
577,5,0,0.175,43,37,36.38,41.32,89.4
596,5,0,0.175,43,37,36.38,41.32,89.4
713,5,0,0.05,43,38,-8.95,-23.48,124.89
637,5,0,0.05,43,39,-127.64,-127.74,189.3
649,5,0,0.025,44,39,85.68,19.94,115.62
647,5,0,0.05,44,38,13.31,107.03,121.12
653,5,0,0.025,45,36,-113.75,0.7,31.4
621,5,0,0.05,42,38,-68.29,-61.24,175.87
652,5,0,0.025,45,36,-2.33,-68.37,1.09
643,5,0,0.05,44,37,12.25,39.28,54.97
636,5,0,0.05,43,39,-110.69,109.7,219.68
715,5,0,0.025,44,36,-65.83,-26.8,70.65
2108,5,1,1.0,44,36,45.0,98.0,87.0
2125,5,1,1.0,44,36,45.0,98.0,87.0
2126,5,1,1.0,44,36,45.0,98.0,87.0
2103,5,1,1.0,42,39,-30.0,-45.0,192.0
2109,5,1,1.0,44,37,75.0,-9.0,30.0
2116,5,1,1.0,45,38,39.0,-9.0,35.0
2113,5,1,1.0,45,36,-5.0,20.0,16.0
2106,5,1,1.0,43,39,0.0,-77.0,176.0
2129,5,1,1.0,44,38,126.0,-70.0,32.0
2111,5,1,1.0,44,38,126.0,-70.0,32.0
2112,5,1,1.0,44,39,73.0,-64.0,110.0
2127,5,1,1.0,44,39,73.0,-64.0,110.0
2117,5,1,1.0,45,39,-56.0,54.0,95.0
2120,5,1,1.0,42,38,53.0,-44.0,143.0
2123,5,1,1.0,42,38,53.0,-44.0,143.0
2124,5,1,1.0,42,38,53.0,-44.0,143.0
2110,5,1,1.0,44,38,2.0,-13.0,85.0
2307,5,1,1.0,44,36,-22.0,-72.0,79.0
2357,5,1,1.0,44,36,-22.0,-72.0,79.0
2352,5,1,1.0,42,38,-48.0,98.46,192.0
2302,5,1,1.0,42,38,-48.0,98.46,192.0
2308,5,1,1.0,44,37,-52.0,-76.0,87.0
2358,5,1,1.0,44,37,-52.0,-76.0,87.0
2313,5,1,1.0,45,38,44.0,97.0,12.0
2312,5,1,1.0,45,37,86.0,4.0,24.0
2362,5,1,1.0,45,37,86.0,4.0,24.0
2360,5,1,1.0,44,39,-72.0,44.0,153.0
2310,5,1,1.0,44,39,-72.0,44.0,153.0
2760,5,1,1.0,44,38,-49.54,55.63,94.77
2754,5,1,1.0,42,39,69.86,90.74,209.89
2763,5,1,1.0,45,37,22.18,117.69,18.69
2759,5,1,1.0,43,39,84.86,-167.25,106.27
2753,5,1,1.0,42,38,94.25,65.8,184.18
2758,5,1,1.0,43,39,-124.81,19.15,219.86
2762,5,1,1.0,45,36,-102.93,-46.38,35.32
2761,5,1,1.0,44,39,79.16,50.83,124.65
2535,5,1,0.4,44,37,-53.0,64.0,69.24
2546,5,1,0.4,44,37,-53.0,64.0,69.24
2586,5,1,0.4,44,37,-53.0,64.0,69.24
2555,5,1,0.4,44,37,-53.0,64.0,69.24
2526,5,1,0.4,44,37,-53.0,64.0,69.24
2541,5,1,0.4,42,38,-54.0,21.0,191.93
2521,5,1,0.4,42,38,-54.0,21.0,191.93
2581,5,1,0.4,42,38,-54.0,21.0,191.93
2561,5,1,0.4,42,38,-54.0,21.0,191.93
2550,5,1,0.4,45,37,-90.47,96.33,20.61
2530,5,1,0.4,45,37,-90.47,96.33,20.61
2570,5,1,0.4,45,37,-90.47,96.33,20.61
2590,5,1,0.4,45,37,-90.47,96.33,20.61
2587,5,1,0.4,44,39,-34.0,-22.0,136.97
2567,5,1,0.4,44,39,-34.0,-22.0,136.97
2547,5,1,0.4,44,39,-34.0,-22.0,136.97
2527,5,1,0.4,44,39,-34.0,-22.0,136.97
2528,5,1,0.4,45,39,64.0,41.0,103.7
2568,5,1,0.4,45,39,64.0,41.0,103.7
2588,5,1,0.4,45,39,64.0,41.0,103.7
2548,5,1,0.4,45,39,64.0,41.0,103.7
2585,5,1,0.4,43,38,-84.0,-62.0,131.22
2565,5,1,0.4,43,38,-84.0,-62.0,131.22
2545,5,1,0.4,43,38,-84.0,-62.0,131.22
2525,5,1,0.4,43,38,-84.0,-62.0,131.22
2549,5,1,0.4,45,36,-86.0,89.0,28.0
2529,5,1,0.4,45,36,-86.0,89.0,28.0
2589,5,1,0.4,45,36,-86.0,89.0,28.0
2569,5,1,0.4,45,36,-86.0,89.0,28.0
2536,5,1,0.3,43,37,36.38,41.32,89.4
2603,5,1,1.0,43,38,44.37,53.18,137.33
2607,5,1,1.0,45,38,61.87,-109.62,17.62
2601,5,1,1.0,42,39,-125.4,-102.97,222.28
2604,5,1,1.0,43,39,99.79,82.09,101.23
2605,5,1,1.0,44,36,57.3,-26.55,90.31
2606,5,1,1.0,44,38,73.22,82.15,84.52
2714,5,1,0.2,44,36,103.03,-6.62,82.1
2107,5,1,1.0,43,39,-24.0,111.0,198.0
2128,5,1,1.0,45,37,4.0,-68.0,22.0
2114,5,1,1.0,45,37,4.0,-68.0,22.0
2314,5,1,1.0,45,38,-86.0,81.0,58.0
2364,5,1,1.0,45,38,-86.0,81.0,58.0
2306,5,1,1.0,43,38,-86.0,32.0,188.0
2356,5,1,1.0,43,38,-86.0,32.0,188.0
2718,5,1,0.1,45,39,44.29,-22.02,91.86
2711,5,1,0.1,42,39,49.95,-44.26,205.12
2556,5,1,0.1,43,37,-53.0,64.0,69.24
1107,4,1,1.0,43,36,56.74,-10.89,-748.79
1110,4,1,1.0,45,36,-74.28,81.43,-794.64
1108,4,1,1.0,45,38,37.37,8.07,-691.98
1109,4,1,1.0,42,37,10.25,8.67,-694.09
1162,4,1,1.0,43,37,41.49,13.05,-768.84
1155,4,1,1.0,42,37,56.33,116.3,-761.19
1164,4,1,1.0,45,37,-87.28,80.97,-800.26
1158,4,1,1.0,44,38,13.91,-109.25,-704.4
1160,4,1,1.0,45,37,35.68,-87.7,-764.48
1156,4,1,1.0,43,37,-87.15,-36.44,-742.93
1161,4,1,1.0,43,37,78.17,-103.79,-769.36
1163,4,1,1.0,43,37,53.61,57.9,-791.53
1159,4,1,1.0,45,37,-77.02,-51.39,-758.62
1157,4,1,1.0,43,38,71.02,107.58,-705.03
1165,4,1,1.0,42,37,-8.05,68.97,-710.36
1150,4,1,1.0,43,36,-84.0,-30.0,-608.0
1153,4,1,1.0,45,37,28.0,10.0,-790.0
1103,4,1,1.0,43,39,-131.63,-47.03,-732.27
1152,4,1,1.0,44,37,47.44,116.31,-705.0
1151,4,1,1.0,43,37,-96.0,94.0,-775.0
1210,4,1,0.125,43,38,-3.81,-44.62,-735.19
1211,4,1,0.175,44,36,-26.33,72.35,-773.48
1174,4,1,0.0375,44,36,64.52,41.36,-782.73
1212,4,1,0.1125,44,37,-38.12,107.46,-695.09
1176,4,1,0.0375,45,38,-30.71,-66.39,-657.09
1213,4,1,0.1375,45,37,-67.97,10.28,-757.14
1172,4,1,0.05,43,37,22.18,53.62,-785.82
1173,4,1,0.0375,43,38,-29.08,38.17,-715.19
1170,4,1,0.0375,42,37,95.81,-55.7,-745.39
1175,4,1,0.05,45,37,-24.63,-27.25,-792.41
1171,4,1,0.05,43,36,-91.67,25.97,-605.31
